country,abc.net.au,abcnews.go.com,adweek.com,alarabiya.net,alternet.org,bbc.co.uk,bdnews24.com,bloomberg.com,boingboing.net,breitbart.com,businessweek.com,cbc.ca,cbsnews.com,chicagotribune.com,chron.com,cnbc.com,"cnn.com,money.cnn.com,ireport.cnn.com",commondreams.org,dailycurrant.com,digitalspy.co.uk,dnaindia.com,drudgereport.com,dw.de,economist.com,eonline.com,espn.go.com,ew.com,examiner.com,forbes.com,foxnews.com,ft.com,gawker.com,good.is,guardianlv.com,hindustantimes.com,hollywoodreporter.com,huffingtonpost.com,indianexpress.com,ksl.com,latimes.com,mediabistro.com,msn.foxsports.com,nationalgeographic.com,nbcnews.com,ndtv.com,"news.com.au,heraldsun.com.au","news.sky.com,sky.com",newsmax.com,newyorker.com,npr.org,nypost.com,nytimes.com,online.wsj.com,pbs.org,rawstory.com,rd.com,rollingstone.com,rte.ie,salon.com,sfgate.com,smh.com.au,spiegel.de,sportsillustrated.cnn.com,theatlantic.com,theglobeandmail.com,theguardian.com,thehindu.com,theweek.com,time.com,"timesofindia.indiatimes.com,economictimes.indiatimes.com,navbharattimes.indiatimes.com",tmz.com,townhall.com,tvguide.com,usatoday.com,usnews.com,variety.com,washingtonpost.com,wired.com,worldnetdaily.com
BRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
BOL,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,2,0,3,0,1,0
BES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BRA,15,55,9,4,3,0,0,10,5,3,0,25,7,2,15,68,23,0,0,12,33,8,7,5,3,5,12,37,123,36,2,6,2,10,2,0,6,14,5,0,3,2,16,21,31,3,2,2,12,15,13,84,0,0,0,1,21,4,40,14,0,5,31,74,32,3,0,37,1,0,72,22,9,0,19,2
BHS,5,17,0,0,0,0,0,0,0,0,0,3,1,3,2,0,2,0,0,0,7,0,0,0,2,3,2,0,3,7,0,0,0,4,1,0,2,5,1,0,7,0,4,2,6,0,3,0,0,0,4,1,0,0,0,0,0,0,8,1,0,0,1,1,5,0,0,2,3,0,5,3,0,0,0,1
BTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0
BWA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,3,0,2,0,3,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,3,2,0,0,1,0,0,0,2,0,0,1,0
BLR,2,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,2,3,0,0,0,4,3,0,0,0,0,0,1,0,2,0,0,0
BLZ,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
CAN,13,88,11,3,4,2,0,5,6,7,0,4891,7,56,16,26,24,10,0,20,20,12,2,5,29,87,20,70,58,41,3,9,1,26,2,3,11,31,7,0,27,8,19,23,79,3,21,1,15,20,47,67,0,1,0,7,31,9,112,26,0,11,1914,60,33,5,1,31,7,10,107,28,36,0,10,6
CCK,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COD,3,8,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,0,0,0,6,3,9,1,1,1,0,2,3,11,0,0,0,4,0,0,0,8,2,0,0,0,0,10,3,1,1,0,0,2,2,5,0,0,0,0,1,0,8,2,0,0,1,5,6,0,0,6,1,0,2,1,0,0,1,2
CAF,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,4,0,0,1,0,0,0,1,0,0,0,0
COG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHE,13,20,1,0,0,1,0,1,0,1,0,11,0,2,4,7,6,1,0,0,17,4,6,2,1,7,1,5,15,17,0,1,2,6,0,0,16,6,2,0,4,0,1,5,25,2,0,0,3,1,7,26,0,0,0,2,10,0,10,2,0,3,12,24,27,1,0,18,12,0,16,11,0,0,3,4
CIV,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,6,0,2,0,1,0,0,2,0,6,0,0,0,1,1,0,3,7,0,0,0,0,3,2,2,1,1,0,2,0,0,1,0,0,0,0,1,0,3,2,0,0,5,7,2,0,2,5,0,0,4,2,0,0,0,0
COK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHL,1,6,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,3,3,1,1,1,0,1,1,3,3,1,0,1,3,0,0,1,1,0,0,1,3,1,2,5,0,3,0,1,0,0,3,0,0,0,0,2,0,7,1,0,2,5,6,3,2,0,3,0,0,1,1,2,0,1,1
CMR,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,3,2,0,0,2,0,0,2,0,0,0,0,1
CHN,135,161,7,8,6,4,0,43,8,15,0,69,8,11,15,223,97,3,0,12,128,46,50,27,2,22,4,30,202,123,8,4,2,12,32,1,49,58,2,0,2,3,52,144,120,6,43,1,38,6,78,493,2,1,0,2,38,14,141,195,0,19,131,120,119,13,0,168,2,1,67,73,58,0,17,22
COL,5,25,0,0,0,1,0,0,0,1,0,3,2,0,4,5,3,0,0,1,3,3,5,1,3,2,1,10,11,21,0,3,0,1,1,0,1,20,2,0,2,0,2,6,4,1,2,0,2,0,6,12,0,0,0,0,4,2,37,1,0,0,4,14,3,1,0,3,0,0,7,5,5,0,0,0
CRI,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0
CUB,1,17,1,1,0,0,0,0,0,5,0,2,2,3,4,1,5,1,0,3,2,3,3,0,0,6,1,5,6,16,0,1,0,1,0,0,2,18,1,0,4,0,4,5,7,0,3,0,4,3,7,9,0,0,0,0,0,1,21,1,0,1,1,15,7,0,1,5,2,0,10,10,1,0,2,0
CPV,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CUW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP,2,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,2,1,0,0,0,0,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,3,4,0,0,0,0,0,2,2,0,0,0,0
CZE,4,14,2,0,0,0,0,0,1,1,0,3,2,0,0,1,1,0,0,0,2,2,3,1,0,3,0,3,2,9,0,0,0,0,0,0,1,7,0,0,3,0,1,1,6,1,0,0,2,1,0,1,0,0,0,0,3,0,6,4,0,1,3,6,4,0,0,1,1,0,5,7,3,0,0,0
DEU,32,98,2,6,1,0,0,6,6,6,0,58,8,14,21,47,25,3,0,12,58,31,296,15,9,9,8,17,27,99,3,14,2,14,4,0,8,51,10,0,4,3,21,48,53,10,26,1,42,16,52,165,0,2,0,3,71,2,101,37,4,7,67,142,48,3,1,31,1,4,81,62,24,0,7,19
DNK,3,8,0,1,0,2,0,0,0,3,0,1,1,1,2,3,1,0,0,3,6,3,2,2,1,0,0,2,4,10,0,1,0,5,1,0,4,5,0,0,0,1,1,6,4,0,6,0,1,0,3,2,2,0,0,1,3,0,11,4,0,1,3,7,4,0,0,4,0,0,2,13,2,1,0,0
DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DOM,0,2,0,0,0,0,0,0,0,0,0,1,1,4,1,0,1,1,0,0,1,0,0,0,1,5,0,1,4,4,0,0,0,2,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0
DZA,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ECU,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,3,0,0,0,0,0,1,1,1,0,0,2,7,9,0,0,1,0,0,0,0,0,0,0,0
EST,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,5,0,0,0,2,1,0,0,0
EGY,21,56,3,70,0,1,0,0,4,3,0,21,4,12,12,0,16,4,0,4,29,17,24,3,2,1,2,4,2,58,0,1,3,12,2,1,4,39,5,0,5,4,1,43,23,6,5,0,13,3,14,13,1,0,0,0,9,3,63,27,0,5,21,43,19,2,1,20,0,0,10,29,2,0,6,5
ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
ESP,9,39,1,4,2,1,0,1,1,2,0,13,2,6,6,17,14,3,0,5,39,3,23,10,2,8,6,8,21,34,0,1,0,7,1,1,10,25,0,0,7,0,6,20,37,5,3,0,18,6,23,50,1,0,0,2,39,2,38,11,0,2,25,99,28,3,0,22,2,2,74,21,16,0,0,5
ETH,1,3,0,0,0,0,0,1,0,0,0,4,0,1,1,0,2,0,0,1,6,1,1,0,0,0,1,0,4,3,0,0,0,2,1,0,2,2,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,4,1,3,4,0,1,1,4,3,0,0,4,0,1,1,3,0,0,0,0
FIN,1,3,0,1,0,0,0,0,1,0,0,3,0,1,2,2,1,0,0,2,3,5,2,1,0,3,1,0,5,2,0,1,0,1,0,0,1,0,0,0,1,0,1,3,4,0,0,0,1,1,3,7,0,0,0,1,6,0,4,1,0,1,3,7,2,1,0,0,0,0,0,2,1,0,0,0
FJI,19,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,8,3,0,0,13,0,0,0,0,0,0,0,0
FSM,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
FRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
FRA,42,84,9,15,1,7,0,3,4,17,0,69,8,15,10,32,31,2,0,23,71,20,47,15,32,20,17,24,70,71,7,11,1,19,6,0,21,48,4,0,14,4,12,71,103,6,16,1,16,14,64,92,0,1,0,0,64,6,80,62,1,12,65,173,52,4,0,98,7,3,63,42,43,0,13,6
GAB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GBR,152,165,27,37,8,180,0,7,28,114,0,155,42,33,33,142,104,2,0,461,366,123,41,58,81,56,65,95,223,144,36,22,6,97,24,1,61,104,8,0,51,5,34,91,507,61,42,7,61,53,127,272,1,3,0,30,611,24,269,250,2,39,169,2253,134,8,0,161,11,23,177,82,90,0,31,28
GRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
GEO,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
GUF,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
GGY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GHA,44,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,1,2,0,4,0,1,3,0,0,0,2,0,0,0,4,0,0,0,0,1,1,72,0,0,0,0,1,0,1,0,0,0,1,1,1,3,5,0,1,1,5,4,1,0,1,0,0,3,2,0,0,0,0
GIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0
GRL,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
GMB,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0
GIN,3,9,1,6,0,1,0,1,1,2,0,4,3,1,4,2,4,0,0,1,8,2,6,1,0,0,1,0,4,4,2,0,0,0,2,0,2,9,0,0,0,0,0,14,0,0,3,0,6,0,1,5,0,0,0,0,3,1,9,5,0,0,0,7,5,0,0,6,0,0,3,6,0,0,0,4
GLP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
GNQ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
