rank,url,type,country
1,facebook.com
2,youtube.com
3,twitter.com
4,imdb.com
5,bbc.co.uk
6,cnn.com
7,espn.go.com
8,weather.com
9,bbc.co.uk
10,livejournal.com
11,deviantart.com
12,foxnews.com
13,https:
14,nbcnews.com
15,pandora.com
16,ndtv.com
17,movies.yahoo.com
18,hulu.com
19,scribd.com
20,tv.yahoo.com
21,tmz.com
22,abcnews.go.com
23,money.cnn.com
24,eonline.com
25,foodnetwork.com
26,rottentomatoes.com
27,azlyrics.com
28,msn.foxsports.com
29,urbandictionary.com
30,npr.org
31,cnbc.com
32,gawker.com
33,wired.com
34,deezer.com
35,sky.com
36,fandango.com
37,comcast.com
38,spotify.com
39,cbsnews.com
40,ultimate-guitar.com
41,cbc.ca
42,last.fm
43,cbs.com
44,sportsillustrated.cnn.com
45,foxnews.com
46,ksl.com
47,theatlantic.com
48,tvguide.com
49,salon.com
50,metrolyrics.com
51,hollywoodreporter.com
52,dw.de
53,pbs.org
54,home.disney.go.com
55,rollingstone.com
56,ew.com
57,discogs.com
58,discovery.com
59,abc.net.au
60,mtv.com
61,hgtv.com
62,fanfiction.net
63,billboard.com
64,skyscrapercity.com
65,egotastic.com
66,rapgenius.com
67,cbc.ca
68,metacritic.com
69,filmaffinity.com
70,tv.com
71,directv.com
72,abc.go.com
73,on.aol.com
74,nbc.com
75,boxofficemojo.com
76,tv.msn.com
77,xkcd.com
78,pbskids.org
79,allmusic.com
80,moviefone.com
81,newyorker.com
82,tsn.ca
83,cox.com
84,voanews.com
85,variety.com
86,b92.net
87,nick.com
88,abc.net.au
89,oprah.com
90,cartoonnetwork.com
91,canon.com
92,boingboing.net
93,heavy.com
94,bbc.co.uk
95,irib.ir
96,lyricsfreak.com
97,imdb.com
98,nickjr.com
99,southparkstudios.com
100,rfi.fr
